"movieId","title","genres","Director","Actors","Overview","Production_Countries","Production_Companies","Vote_Average","Vote_Count","Budget","Revenue","Keywords","Runtime","Content_Type","poster_path","backdrop_path","trailer_key"
"11.0","The American President (1995)","Comedy|Drama|Romance","Rob Reiner","Michael Douglas, Annette Bening, Martin Sheen","Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.","United States of America","Castle Rock Entertainment, Universal Pictures, Wildwood Enterprises","6.53","753.0","62000000.0","107879496.0","new love, usa president, the white house, class differences, widower, wildlife conservation, lobbyist, romantic","113.0","Movie","/yObOAYFIHXHkFPQ3jhgkN2ezaD.jpg","/62BnXyJtVEq4WKNSpnPG7QPYYDI.jpg","5E3VG3LL1Mo"
"12.0","Dracula: Dead and Loving It (1995)","Comedy|Horror","Mel Brooks","Leslie Nielsen, Mel Brooks, Amy Yasbeck","When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Professor Van Helsing, who may be the only one able to vanquish the Count.","France, United States of America","Castle Rock Entertainment, Brooksfilms, Gaumont","6.083","1045.0","30000000.0","10772144.0","vampire, satire, spoof, dracula","88.0","Movie","","",""
"13.0","Balto (1995)","Adventure|Animation|Children","Simon Wells","Kevin Bacon, Bob Hoskins, Bridget Fonda","An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.","United States of America","Amblin Entertainment, Amblimation, Universal Pictures","7.303","2117.0","31000000.0","11348324.0","wolf, pet, cartoon, villain, dog-sledding race, alaska, dog, goose, bear attack, dog sled, cartoon wolf, pets, cartoon animal","78.0","Movie","/dCVcdb5oxDizqFLz0F7TE60NoC9.jpg","/tNhmSedhPFBgYobhp5PxKyDVCez.jpg","GKH3bVyBDsg"
"14.0","Nixon (1995)","Drama","Oliver Stone","Anthony Hopkins, Joan Allen, Powers Boothe","A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.","United States of America","Cinergi Pictures, Hollywood Pictures, Illusion Entertainment Group","6.9","384.0","44000000.0","13681765.0","usa president, washington dc, usa, government, presidential election, 1970s, watergate scandal, biography, historical figure, richard nixon, 1960s, ambiguous, disapproving, disdainful, disheartening, earnest, empathetic, frustrated","192.0","Movie","/cz2MTGr2wpDZLirgV2rGHBdA2t3.jpg","/zAaFQHZV23SJgSwRBvW5PeD219H.jpg","dO2LWKpeyI8"
"15.0","Cutthroat Island (1995)","Action|Adventure|Romance","Renny Harlin","Geena Davis, Matthew Modine, Frank Langella","Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.","United States of America, France, Germany, Italy","Carolco Pictures, Forge, Laurence Mark Productions, Beckner/Gorman Productions, Le Studio Canal+, Tele-Communications, RCS Video, Cutthroat Productions L.P.","5.8","593.0","102000000.0","16000000.0","ship, treasure, exotic island, island, map, scalp, treasure map, sword fight, betrayal, pirate, heroine, swashbuckler, adventurer, pirate ship, 17th century","124.0","Movie","","",""
"16.0","Casino (1995)","Crime|Drama","Martin Scorsese","Robert De Niro, Sharon Stone, Joe Pesci","In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.","France, United States of America","Universal Pictures, Syalis DA, Légende Films, Cappa/De Fina Productions","7.993","6236.0","50000000.0","116112375.0","drug abuse, casino, based on novel or book, poker, italian american, gambling, 1970s, fbi, pimp, greed, cocaine, overdose, marriage, car bomb, rise and fall, money, murder, organized crime, mafia, jewish american, las vegas, desert, safe deposit box, 1980s, dramatic, brutal violence, fbi surveillance","179.0","Movie","/gziIkUSnYuj9ChCi8qOu2ZunpSC.jpg","/iZGiMD0p1M2AOmzKknFo5bkuz94.jpg","zFUKn_75m1o"
"17.0","Sense and Sensibility (1995)","Drama|Romance","Ang Lee","Emma Thompson, Kate Winslet, Alan Rickman","The Dashwood sisters, sensible Elinor and passionate Marianne, whose chances at marriage seem doomed by their family's sudden loss of fortune.  When Henry Dashwood dies unexpectedly, his estate must pass on by law to his son from his first marriage, John and wife Fanny. But these circumstances leave Mr. Dashwood's current wife, and daughters Elinor, Marianne and Margaret, without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.","United States of America, United Kingdom","Columbia Pictures, Mirage Enterprises, Good Machine","7.42","1771.0","16000000.0","134582776.0","secret love, london, england, countryside, based on novel or book, widow, military officer, servant, country life, pneumonia, inheritance, period drama, rainstorm, decorum, horse carriage, young love, dowry, social class, 19th century, penniless, social elite, bloodletting, free spirited, sussex, 1800s, sisters love, marry for money, secret engagement, devonshire, england","136.0","Movie","/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg","/cFnyfWHL6HjOOVal6lp8e5gqibK.jpg","5unqnd-CGz4"
"18.0","Four Rooms (1995)","Comedy","Allison Anders, Alexandre Rockwell, Quentin Tarantino, Robert Rodriguez","Tim Roth, Jennifer Beals, David Proval","It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.","United States of America","Miramax, A Band Apart","5.872","2752.0","4000000.0","4257354.0","hotel, new year's eve, witch, bet, sperm, hotel room, anthology, los angeles, california, hoodlum, multiple storylines, woman director","98.0","Movie","","",""
"19.0","Ace Ventura: When Nature Calls (1995)","Comedy","Steve Oedekerk","Jim Carrey, Ian McNeice, Simon Callow","Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.","United States of America","Morgan Creek Entertainment","6.32","4364.0","30000000.0","212385533.0","kidnapping, africa, indigenous, human animal relationship, bat, stupidity, slapstick comedy, animals, pets","90.0","Movie","","",""
"20.0","Money Train (1995)","Action|Comedy|Crime|Drama|Thriller","Joseph Ruben","Wesley Snipes, Woody Harrelson, Jennifer Lopez","When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.","United States of America","Columbia Pictures, Peters Entertainment","5.851","818.0","68000000.0","77224232.0","new york city, sibling relationship, subway, new york subway, train robbery","110.0","Movie","/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg","/gyaBJn7eR8Ol205wmT2Xpi6IuhA.jpg","5Odo80-WFgM"
"21.0","Get Shorty (1995)","Comedy|Crime|Thriller","Barry Sonnenfeld","John Travolta, Gene Hackman, Rene Russo","Chili Palmer is a Miami mobster who gets sent to L.A. to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.","United States of America","Metro-Goldwyn-Mayer, Jersey Films","6.507","1134.0","30250000.0","115101622.0","based on novel or book, miami, florida, gambling, gangster, money, murder, travel, mobster, mafia, business, debt, hollywood, drugs, producer, con","105.0","Movie","/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg","/wiZT8DVmAZNwmqd8G3QjWZ1mpLB.jpg","fvBx0x9IJnk"
"22.0","Copycat (1995)","Crime|Drama|Horror|Mystery|Thriller","Jon Amiel","Sigourney Weaver, Holly Hunter, Dermot Mulroney","An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.","United States of America","Regency Enterprises","6.473","1170.0","20000000.0","32000000.0","police brutality, psychology, police operation, police protection, psychologist, serial killer, cowardliness","124.0","Movie","","",""
"23.0","Assassins (1995)","Action|Crime|Thriller","Richard Donner","Sylvester Stallone, Antonio Banderas, Julianne Moore","Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.","United States of America","Warner Bros. Pictures, Silver Pictures, Donner/Shuler-Donner Productions","6.495","1639.0","50000000.0","30303072.0","rescue, central intelligence agency (cia), hitman, cat, bank, mexican standoff, seattle, washington, mission of murder, hidden camera, rivalry, shootout, police chase, sniper rifle, detroit, michigan, silencer, double cross, caribbean sea","132.0","Movie","/wPmZYnaQpxwoHmwNwVhZ2IY0UbF.jpg","/sYpmWBe1IO7Fxthtw3UmlzQEylK.jpg","XCuD8Q_Y10Q"
"24.0","Powder (1995)","Drama|Sci-Fi","Victor Salva","Mary Steenburgen, Sean Patrick Flanery, Lance Henriksen","Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.","United States of America","Hollywood Pictures, Caravan Pictures","7.0","691.0","9500000.0","30900000.0","teenage boy, held at gunpoint, teacher student relationship, albino, fainting, christ allegory, psionic power, healing power, flickering light, extrasensory perception, pale","111.0","Movie","","",""
"25.0","Leaving Las Vegas (1995)","Drama|Romance","Mike Figgis","Nicolas Cage, Elisabeth Shue, Julian Sands","Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.","France, United Kingdom, United States of America","Initial Productions, Lumière Pictures, Lila Cazès Productions","7.248","1556.0","3600000.0","49800000.0","hotel room, dying and death, individual, prostitute, lovesickness, rage and hate, casino, unsociability, alcohol, love at first sight, movie business, screenwriter, alcoholism, los angeles, california, las vegas, alcohol abuse, dramatic, depressing, tragic","111.0","Movie","/wTrFpGe3U65kXTldIUxuM2hmOAK.jpg","/5m5VhSN1lTk3egtrNzqNv5nwMuG.jpg","O4HrGa2-RLc"
"26.0","Othello (1995)","Drama","Oliver Parker","Laurence Fishburne, Irène Jacob, Kenneth Branagh","The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.","United Kingdom, United States of America","Castle Rock Entertainment, Dakota Films","6.334","148.0","11000000.0","2800000.0","jealousy, based on play or musical, friends, the moors (people), shakespeare","123.0","Movie","/61A7EJqfMsrQO0YWsUWq8gbgbu0.jpg","/kHbwWLE4mFVoC4wFCXsZ2HioRuf.jpg","fCZ0obRJa08"
"27.0","Now and Then (1995)","Children|Drama","Lesli Linka Glatter","Christina Ricci, Rosie O'Donnell, Thora Birch","Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends — Teeny, Chrissy, Samantha and Roberta — recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.","United States of America","New Line Cinema","6.9","460.0","12000000.0","27400000.0","1970s, female friendship, coming of age, gynecologist, photocopier, truth or dare, woman director","100.0","Movie","","",""
"28.0","Persuasion (1995)","Drama|Romance","Roger Michell","Amanda Root, Ciarán Hinds, Susan Fleetwood","Living with her snobby family on the brink of bankruptcy, Anne Elliot is an unconforming woman with modern sensibilities. When Frederick Wentworth – the dashing one she once sent away – crashes back into her life, Anne must choose between putting the past behind her or listening to her heart when it comes to second chances.","France, United Kingdom, United States of America","BBC Film, Millésime Productions, GBH, France 2","7.1","135.0","1500000.0","5269757.0","captain, based on novel or book, napoleonic wars, old flame, admiral","104.0","Movie","/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg","/evCHYeumw4Y4hikG4AG9o5yZXUW.jpg","u4T5dl1isp8"
"29.0","The City of Lost Children (1995)","Adventure|Drama|Fantasy|Mystery|Sci-Fi","Marc Caro, Jean-Pierre Jeunet","Ron Perlman, Dominique Pinon, Judith Vittet","A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.","France, Germany, Spain, United Kingdom","Constellation, Lumière Pictures, Le Studio Canal+, France 3 Cinéma, Elías Querejeta PC, Tele München","7.249","1159.0","18000000.0","1738611.0","rescue, friendship, island, dreams, clone, dystopia, eye, aging, steampunk, childhood, child kidnapping, flea","112.0","Movie","/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg","/f5ynCAQ1MuDgwoVyjouTw6UgK1l.jpg","F-F3Fz6DadE"
"30.0","Shanghai Triad (1995)","Crime|Drama","Zhang Yimou","Gong Li, Li Baotian, Sun Chun","Shanghai, China, 1930. When young Shuisheng arrives from the countryside, his uncle Liushu puts him at the service of Bijou, the mistress of Laoda, supreme boss of the Tang Triad, constantly threatened by his enemies, both those he knows and those lurking in the shadows.","China, France","Alpha Films, La Sept Cinéma, UGC, Shanghai Film Studios","6.728","101.0","2300000.0","0.0","shanghai, china, chinese mafia, coming of age, mistress, criminal underworld, drug lord, triad, modern china, nightclub singer, 1930s, cabaret singer, chinese triad","108.0","Movie","","",""
"31.0","Dangerous Minds (1995)","Drama","John N. Smith","Michelle Pfeiffer, George Dzundza, Courtney B. Vance","Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.","United States of America","Don Simpson/Jerry Bruckheimer Films, Hollywood Pictures, Via Rosa Productions","6.965","1214.0","23000000.0","179519401.0","high school, california, rap music, karate, naval officer, teacher, based on memoir or autobiography, amusement park, schoolteacher","99.0","Movie","","",""
"32.0","Twelve Monkeys (1995)","Mystery|Sci-Fi|Thriller","Terry Gilliam","Bruce Willis, Madeleine Stowe, Brad Pitt","In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease.","United States of America","Universal Pictures, Atlas Entertainment, Classico, Twelve Monkeys Productions","7.601","8769.0","29000000.0","168841459.0","biological weapon, philadelphia, pennsylvania, schizophrenia, stockholm syndrome, airplane, world war i, underground, insanity, asylum, paranoia, prison cell, dystopia, pimp, lion, post-apocalyptic future, time travel, florida keys, mental breakdown, melancholy, past, dormitory, insane asylum, cockroach, volunteer, drug use, flashback, remake, psychiatric hospital, jail, mental institution, alternate history, disease, lethal virus, paradox, psychiatrist, monkey, epidemic, trapped, falling down stairs, street life, nonlinear timeline, medical research, tooth, pantyhose, gas mask, psychosis, child's point of view, subterranean, virus, mysterious, recurring dream, 1990s, reflective, escaped animal, future noir, animal research, anxious, 2030s, irreverent, inspirational, absurd, suspenseful, critical, intense, complicated, ominous, preposterous","129.0","Movie","/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg","/mKIkGoyuR71qz6FdiEiOjxvBQcS.jpg","Xwh1xBzsc1Q"
"34.0","Babe (1995)","Children|Drama","Chris Noonan","Christine Cavanaugh, Miriam Margolyes, Danny Mann","Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hoggett knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.","Australia, United States of America, United Kingdom","Universal Pictures, Kennedy Miller Productions","6.3","3023.0","30000000.0","254100000.0","farm, sheep, pig, alarm clock, cat, duck, heroism, affection, piglet, anthropomorphism, based on children's book, dog, separation, animals, farmer, grandson, sheepdog, talking pig, christmas","92.0","Movie","/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg","/agkZziO4ZPAsVfKUrJD68lys08P.jpg","tVxeoUtVF0o"
"36.0","Dead Man Walking (1995)","Crime|Drama","Tim Robbins","Susan Sarandon, Sean Penn, Robert Prosky","A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.","United States of America, United Kingdom","Havoc, PolyGram Filmed Entertainment, Working Title Films, PolyGram Video, Gramercy Pictures","7.321","1430.0","11000000.0","39363635.0","prison, death penalty, right and justice, rape, rage and hate, unsociability, court case, court, nun, penalty, therapist, sentence, forgiveness, self-discovery, despair, prison cell, socially deprived family, death row, doomed man, death sentence, lethal injection, charity, mercy petition, cowardliness, angry, dreary, incredulous, depressing, bitter, callous, horrified","122.0","Movie","","",""
"38.0","It Takes Two (1995)","Children|Comedy","Andy Tennant","Kirstie Alley, Steve Guttenberg, Ashley Olsen","Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.","United States of America","Dualstar Productions, Orr & Cruickshank, Rysher Entertainment","6.513","934.0","19474589.0","19474589.0","matchmaking, orphan, identical twin, relationship sabotage","101.0","Movie","","",""
"39.0","Clueless (1995)","Comedy|Romance","Amy Heckerling","Alicia Silverstone, Stacey Dash, Brittany Murphy","Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.","United States of America","Paramount Pictures, Robert Lawrence Productions, Scott Rudin Productions","7.3","4642.0","12000000.0","56631572.0","puberty, high school, based on novel or book, make a match, spoiled child, coming of age, matchmaking, conflict, wedding, high school friends, makeover, woman director, popular girl, matchmaker, gay theme, match making","97.0","Movie","","",""
"40.0","Cry, the Beloved Country (1995)","Drama","Darrell James Roodt","Richard Harris, James Earl Jones, Charles S. Dutton","A South-African preacher goes to search for his wayward son who has committed a crime in the big city.","South Africa, United States of America","Alpine Pty Limited, Distant Horizon, Miramax","6.7","26.0","0.0","676525.0","based on novel or book, south africa, apartheid, priest, 1940s, race relations","106.0","Movie","","",""
"41.0","Richard III (1995)","Drama|War","Richard Loncraine","Ian McKellen, Annette Bening, Jim Broadbent","A murderous lust for the British throne sees Richard III descend into madness. Though the setting is transposed to the 1930s, England is torn by civil war, split between the rivaling houses of York and Lancaster. Richard aspires to a fascist dictatorship, but must first remove the obstacles to his ascension—among them his brother, his nephews and his brother's wife. When the Duke of Buckingham deserts him, Richard's plans are compromised.","United Kingdom","Mayfair Entertainment International, British Screen, United Artists, First Look Pictures, Bayly/Paré Productions, Metro-Goldwyn-Mayer","6.721","188.0","0.0","2748518.0","england, kidnapping, murder, king","104.0","Movie","","",""
"42.0","Dead Presidents (1995)","Action|Crime|Drama","Albert Hughes, Allen Hughes","Larenz Tate, Keith David, Chris Tucker","On the streets they call cash dead presidents. And that's just what a Vietnam veteran is after when he returns home from the war only to find himself drawn into a life of crime. With the aid of his fellow vets he plans the ultimate heist -- a daring robbery of an armored car filled with unmarked U.S. currency!","United States of America","Caravan Pictures, Underworld Pictures, Hollywood Pictures","6.653","310.0","10000000.0","24100000.0","vietnam, drug abuse, post-traumatic stress disorder (ptsd), war veteran, redemption, loss of virginity, heist, money, revolutinoary, mercy killing, armored truck, bronx, new york city, medic, 1960s","119.0","Movie","/j52Ov2mUjGcT5dyNlwRfhjg5sqS.jpg","/cE3IakKQcN1ri2oLqaKOt8splES.jpg",""
